time_window,from_country,to_country,weight,degree,strength,p,alpha,significant
1980-1985,GB,CN,10,17,48,0.2083333333333333,0.0238055241307285,1
1980-1985,US,CN,14,17,48,0.2916666666666667,0.0040160848024502,1
1980-1985,US,CO,12,20,71,0.1690140845070422,0.029667407403387,1
1980-1985,US,CR,11,14,30,0.3666666666666666,0.0026376702501473,1
1980-1985,RU,CU,23,20,69,0.3333333333333333,0.0004510929897325,1
1980-1985,UA,CU,16,20,69,0.2318840579710145,0.006654398397075,1
1980-1985,SK,CZ,9,9,25,0.36,0.0281474976710656,1
1980-1985,BR,DE,38,68,650,0.0584615384615384,0.0176664947499054,1
1980-1985,GB,DE,59,68,650,0.0907692307692307,0.0017028105175641,1
1980-1985,IT,DE,31,68,650,0.0476923076923076,0.037851107331493,1
1980-1985,US,DE,135,68,650,0.2076923076923077,1.682245792249862e-07,1
1980-1985,US,DK,13,24,60,0.2166666666666666,0.0036372401270322,1
1980-1985,US,DO,6,6,12,0.5,0.03125,1
1980-1985,FR,DZ,16,14,44,0.3636363636363636,0.0028065295102845,1
1980-1985,US,EG,11,18,55,0.2,0.0225179981368525,1
1980-1985,CO,ES,21,40,233,0.0901287553648068,0.0251314563400918,1
1980-1985,GB,ES,24,40,233,0.1030042918454935,0.0144153183653794,1
1980-1985,MX,ES,19,40,233,0.0815450643776824,0.0362456790571313,1
1980-1985,US,ES,40,40,233,0.1716738197424892,0.0006454374062572,1
1980-1985,US,FI,13,14,33,0.3939393939393939,0.0014883625205199,1
1980-1985,BR,FR,63,75,734,0.0858310626702997,0.0013060447528917,1
1980-1985,DE,FR,42,75,734,0.0572207084468664,0.0127744601542883,1
1980-1985,DZ,FR,31,75,734,0.0422343324250681,0.0410379461895992,1
1980-1985,ES,FR,37,75,734,0.050408719346049,0.0217629189907526,1
1980-1985,GB,FR,40,75,734,0.0544959128065395,0.0158158442628796,1
1980-1985,MX,FR,52,75,734,0.0708446866485013,0.0043504611106202,1
1980-1985,PT,FR,42,75,734,0.0572207084468664,0.0127744601542883,1
1980-1985,US,FR,76,75,734,0.103542234332425,0.0003070490044804,1
1980-1985,AU,GB,90,101,1665,0.054054054054054,0.003860397523362,1
1980-1985,BR,GB,102,101,1665,0.0612612612612612,0.0017966935870842,1
1980-1985,CA,GB,68,101,1665,0.0408408408408408,0.0154549580156976,1
1980-1985,DE,GB,56,101,1665,0.0336336336336336,0.0326723690252599,1
1980-1985,GR,GB,50,101,1665,0.03003003003003,0.0474055164723948,1
1980-1985,IT,GB,54,101,1665,0.0324324324324324,0.0369939118764311,1
1980-1985,US,GB,327,101,1665,0.1963963963963964,3.192916483613714e-10,1
1980-1985,RU,GE,10,4,13,0.7692307692307693,0.0122894856622667,1
1980-1985,GB,GR,36,18,98,0.3673469387755102,0.0004166922610789,1
1980-1985,US,GR,27,18,98,0.2755102040816326,0.0041739634468967,1
1980-1985,US,HK,12,8,29,0.4137931034482758,0.0237879197305263,1
1980-1985,BA,HR,5,9,15,0.3333333333333333,0.0390184423106234,1
1980-1985,RU,HU,5,16,27,0.1851851851851851,0.0463322882888792,1
1980-1985,US,ID,9,8,21,0.4285714285714285,0.0198945288831305,1
1980-1985,GB,IE,33,12,58,0.5689655172413793,9.541840797026716e-05,1
1980-1985,US,IL,80,25,143,0.5594405594405595,2.8583031486967374e-09,1
1980-1985,GB,IN,18,28,105,0.1714285714285714,0.0062360378975794,1
1980-1985,US,IN,36,28,105,0.3428571428571428,1.1934778823182649e-05,1
1980-1985,GB,IQ,19,14,38,0.5,0.0001220703125,1
1980-1985,US,IR,39,8,72,0.5416666666666666,0.0042488373301592,1
1980-1985,DE,IT,29,34,259,0.1119691119691119,0.0198667292856969,1
1980-1985,GB,IT,31,34,259,0.1196911196911196,0.0148921614656499,1
1980-1985,US,IT,88,34,259,0.3397683397683397,1.1219653075859071e-06,1
1980-1985,US,JO,13,8,30,0.4333333333333333,0.0187626279378143,1
1980-1985,CN,JP,20,33,217,0.0921658986175115,0.0453114284938518,1
1980-1985,US,JP,87,33,217,0.4009216589861751,7.57662496511085e-08,1
1980-1985,US,KR,46,9,59,0.7796610169491526,5.555596879703049e-06,1
1980-1985,US,KW,7,9,19,0.3684210526315789,0.02531751994337,1
1980-1985,RU,KZ,25,7,31,0.8064516129032258,5.256992280576251e-05,1
1980-1985,US,LB,6,11,19,0.3157894736842105,0.0224852392801321,1
1980-1985,RU,LT,10,6,15,0.6666666666666666,0.0041152263374485,1
1980-1985,FR,MA,23,7,32,0.71875,0.0004949430003762,1
1980-1985,CO,MX,28,35,259,0.1081081081081081,0.0204463286639951,1
1980-1985,FR,MX,27,35,259,0.1042471042471042,0.0236809710854812,1
1980-1985,GB,MX,25,35,259,0.0965250965250965,0.0317064174419993,1
1980-1985,US,MX,77,35,259,0.2972972972972973,6.169290385140644e-06,1
1980-1985,GB,MY,30,10,66,0.4545454545454545,0.0042739268722819,1
1980-1985,GB,NG,22,15,62,0.3548387096774194,0.0021644931992513,1
1980-1985,US,NG,19,15,62,0.3064516129032258,0.0059576464256512,1
1980-1985,BE,NL,13,41,168,0.0773809523809523,0.0398929963981996,1
1980-1985,GB,NL,26,41,168,0.1547619047619047,0.001199948221247,1
1980-1985,US,NL,36,41,168,0.2142857142857142,6.465259769377006e-05,1
1980-1985,GB,NO,11,20,64,0.171875,0.0277857431449584,1
1980-1985,US,NO,14,20,64,0.21875,0.0091835496157991,1
1980-1985,AU,NZ,21,15,83,0.253012048192771,0.0168418718977635,1
1980-1985,GB,NZ,22,15,83,0.2650602409638554,0.013412952817658,1
1980-1985,US,PA,7,11,21,0.3333333333333333,0.0173415299158326,1
1980-1985,US,PE,9,21,59,0.1525423728813559,0.0365056305169803,1
1980-1985,US,PH,9,8,16,0.5625,0.0030679367482662,1
1980-1985,US,PL,12,24,63,0.1904761904761904,0.0077496379383087,1
1980-1985,US,PR,21,4,26,0.8076923076923077,0.0071119708693673,1
1980-1985,FR,PT,24,25,136,0.1764705882352941,0.0094688828445544,1
1980-1985,GB,PT,33,25,136,0.2426470588235294,0.0012681177808768,1
1980-1985,US,PT,21,25,136,0.1544117647058823,0.0178572413179125,1
1980-1985,KZ,RU,40,41,394,0.1015228426395939,0.0138127963246442,1
1980-1985,UA,RU,116,41,394,0.2944162436548223,8.748688703365008e-07,1
1980-1985,GB,SA,12,24,72,0.1666666666666666,0.0150949382549704,1
1980-1985,US,SA,16,24,72,0.2222222222222222,0.0030879993711559,1
1980-1985,GB,SD,7,9,18,0.3888888888888889,0.0194518736724743,1
1980-1985,US,SE,36,29,140,0.2571428571428571,0.0002428558119728,1
1980-1985,GB,SG,12,10,41,0.2926829268292683,0.044312603878782,1
1980-1985,US,SG,13,10,41,0.3170731707317073,0.0323122776245747,1
1980-1985,FR,TN,14,3,16,0.875,0.015625,1
1980-1985,GB,TR,24,16,69,0.3478260869565217,0.0016422956614049,1
1980-1985,US,TR,21,16,69,0.3043478260869565,0.00432396529513,1
1980-1985,US,TW,63,9,77,0.8181818181818182,1.194258893336915e-06,1
1980-1985,GB,TZ,6,7,12,0.5,0.015625,1
1980-1985,RU,UA,106,24,146,0.726027397260274,1.1675194316703358e-13,1
1980-1985,AU,US,128,123,4598,0.0278381905176163,0.0319230116379124,1
1980-1985,BR,US,181,123,4598,0.0393649412788168,0.0074495277739603,1
1980-1985,CA,US,379,123,4598,0.0824271422357546,2.767885564838181e-05,1
1980-1985,CN,US,165,123,4598,0.0358851674641148,0.0115800184853116,1
1980-1985,DE,US,184,123,4598,0.0400173988690735,0.006856936867162,1
1980-1985,FR,US,129,123,4598,0.0280556763810352,0.0310634224328018,1
1980-1985,GB,US,546,123,4598,0.1187472814267072,2.0056599856672946e-07,1
1980-1985,GR,US,115,123,4598,0.0250108742931709,0.0454958911063542,1
1980-1985,IN,US,268,123,4598,0.0582862113962592,0.000657823507801,1
1980-1985,IT,US,152,123,4598,0.0330578512396694,0.016552361186171,1
1980-1985,JP,US,125,123,4598,0.0271857329273597,0.0346458811474952,1
1980-1985,KR,US,270,123,4598,0.058721183123097,0.0006217714694416,1
1980-1985,MX,US,156,123,4598,0.0339277946933449,0.0148309731297273,1
1980-1985,TW,US,168,123,4598,0.0365376250543714,0.0106620479997946,1
1980-1985,RU,UZ,7,6,15,0.4666666666666667,0.0431512757201646,1
1980-1985,GB,VE,15,22,78,0.1923076923076923,0.0112762548345149,1
1980-1985,US,VE,29,22,78,0.3717948717948718,5.756135703828701e-05,1
1980-1985,GB,ZA,29,16,77,0.3766233766233766,0.0008341759854081,1
1986-1990,RU,AM,13,3,15,0.8666666666666667,0.0177777777777777,1
1986-1990,CO,AR,11,21,68,0.1617647058823529,0.0293304589935025,1
1986-1990,US,AR,15,21,68,0.2205882352941176,0.0068444591825969,1
1986-1990,DE,AT,15,38,122,0.1229508196721311,0.0077962550682188,1
1986-1990,US,AT,17,38,122,0.1393442622950819,0.0038787369786685,1
1986-1990,CA,AU,34,59,646,0.0526315789473684,0.0434606723521686,1
1986-1990,CN,AU,40,59,646,0.0619195046439628,0.024542915827761,1
1986-1990,GB,AU,159,59,646,0.2461300309597523,7.641765503684496e-08,1
1986-1990,ID,AU,50,59,646,0.0773993808049535,0.0093496859021325,1
1986-1990,NZ,AU,60,59,646,0.0928792569659442,0.0035040934949186,1
1986-1990,US,AU,111,59,646,0.1718266253869969,1.7825154939876128e-05,1
1986-1990,RU,AZ,12,4,18,0.6666666666666666,0.037037037037037,1
1986-1990,GB,BD,6,10,19,0.3157894736842105,0.0328630420248085,1
1986-1990,BR,BE,20,51,266,0.075187969924812,0.0200758306540858,1
1986-1990,ES,BE,28,51,266,0.1052631578947368,0.003843846367473,1
1986-1990,FR,BE,17,51,266,0.0639097744360902,0.0368031950395339,1
1986-1990,PT,BE,18,51,266,0.0676691729323308,0.030095544819127,1
1986-1990,US,BE,33,51,266,0.1240601503759398,0.0013295792225871,1
1986-1990,RU,BG,20,16,43,0.4651162790697674,8.392487567628153e-05,1
1986-1990,FR,BR,47,37,428,0.1098130841121495,0.0151818060816148,1
1986-1990,GB,BR,49,37,428,0.1144859813084112,0.0125613372083355,1
1986-1990,PE,BR,38,37,428,0.0887850467289719,0.0351844015459528,1
1986-1990,US,BR,118,37,428,0.2757009345794392,9.058270667378124e-06,1
1986-1990,RU,BY,12,8,23,0.5217391304347826,0.0057233979548555,1
1986-1990,AU,CA,41,90,1154,0.035528596187175,0.0399717019878698,1
1986-1990,CN,CA,63,90,1154,0.0545927209705372,0.0067621658386213,1
1986-1990,GB,CA,138,90,1154,0.1195840554592721,1.1946014083364978e-05,1
1986-1990,US,CA,354,90,1154,0.3067590987868284,6.8975023533646836e-15,1
1986-1990,DE,CH,83,51,484,0.1714876033057851,8.221490301060704e-05,1
1986-1990,GB,CH,40,51,484,0.0826446280991735,0.0133930787826364,1
1986-1990,IT,CH,37,51,484,0.0764462809917355,0.0187546115935072,1
1986-1990,US,CH,119,51,484,0.2458677685950413,7.453755462081156e-07,1
1986-1990,US,CL,20,23,80,0.25,0.0017838067156503,1
1986-1990,FR,CM,8,8,16,0.5,0.0078125,1
1986-1990,GB,CN,21,28,100,0.21,0.0017215968717315,1
1986-1990,JP,CN,12,28,100,0.12,0.0316980209462041,1
1986-1990,US,CN,24,28,100,0.24,0.0006052948677551,1
1986-1990,MX,CO,16,34,151,0.1059602649006622,0.0248184754232587,1
1986-1990,US,CO,35,34,151,0.2317880794701986,0.0001662931591212,1
1986-1990,US,CR,11,19,37,0.2972972972972973,0.0017453769260093,1
1986-1990,RU,CU,39,25,97,0.4020618556701031,4.362648499709197e-06,1
1986-1990,SK,CZ,7,16,28,0.25,0.013363461010158,1
1986-1990,BR,DE,69,81,981,0.0703363914373088,0.0029246000014738,1
1986-1990,FR,DE,40,81,981,0.0407747196738022,0.0357807371651471,1
1986-1990,GB,DE,81,81,981,0.0825688073394495,0.001013631654891,1
1986-1990,US,DE,224,81,981,0.2283384301732925,9.86619669937438e-10,1
1986-1990,GB,DK,10,36,114,0.087719298245614,0.0402250950213928,1
1986-1990,US,DK,39,36,114,0.3421052631578947,4.319907244832168e-07,1
1986-1990,FR,DZ,36,11,80,0.45,0.0025329516211914,1
1986-1990,GB,DZ,27,11,80,0.3375,0.0162876649168797,1
1986-1990,US,EC,9,14,30,0.3,0.0096889010406999,1
1986-1990,GB,EG,11,25,83,0.1325301204819277,0.0329689941390696,1
1986-1990,US,EG,29,25,83,0.3493975903614458,3.3080801148849404e-05,1
1986-1990,FR,ES,40,50,549,0.0728597449908925,0.0245542377386779,1
1986-1990,GB,ES,61,50,549,0.1111111111111111,0.0031154902759701,1
1986-1990,MX,ES,35,50,549,0.0637522768670309,0.0396413058763387,1
1986-1990,US,ES,130,50,549,0.2367941712204007,1.7759970795693943e-06,1
1986-1990,SE,FI,9,23,67,0.1343283582089552,0.0418572024801888,1
1986-1990,US,FI,18,23,67,0.2686567164179104,0.0010248683966291,1
1986-1990,BR,FR,142,81,1179,0.1204410517387616,3.476931251060954e-05,1
1986-1990,DE,FR,56,81,1179,0.0474978795589482,0.0203833749480471,1
1986-1990,DZ,FR,44,81,1179,0.0373197625106022,0.0477050675040013,1
1986-1990,ES,FR,73,81,1179,0.0619168787107718,0.0060159712190877,1
1986-1990,GB,FR,75,81,1179,0.0636132315521628,0.0052050087490334,1
1986-1990,PT,FR,44,81,1179,0.0373197625106022,0.0477050675040013,1
1986-1990,US,FR,159,81,1179,0.1348600508905852,9.266363514584962e-06,1
1986-1990,AU,GB,135,116,2992,0.0451203208556149,0.0049441869832097,1
1986-1990,BR,GB,191,116,2992,0.0638368983957219,0.0005074868082715,1
1986-1990,CA,GB,108,116,2992,0.0360962566844919,0.0145838331936834,1
1986-1990,CN,GB,132,116,2992,0.0441176470588235,0.0055784179892727,1
1986-1990,DE,GB,117,116,2992,0.0391042780748663,0.0101805181102795,1
1986-1990,ES,GB,117,116,2992,0.0391042780748663,0.0101805181102795,1
1986-1990,GR,GB,107,116,2992,0.0357620320855614,0.0151770111931162,1
1986-1990,IE,GB,109,116,2992,0.0364304812834224,0.0140136451924024,1
1986-1990,IT,GB,81,116,2992,0.0270721925133689,0.0425863940548632,1
1986-1990,PT,GB,117,116,2992,0.0391042780748663,0.0101805181102795,1
1986-1990,TR,GB,113,116,2992,0.0377673796791443,0.011945620233378,1
1986-1990,US,GB,411,116,2992,0.1373663101604278,4.16905635209515e-08,1
1986-1990,RU,GE,15,6,21,0.7142857142857143,0.0019039685845183,1
1986-1990,GB,GR,29,21,129,0.2248062015503876,0.0061405291026139,1
1986-1990,US,GR,44,21,129,0.3410852713178294,0.0002380040286281,1
1986-1990,US,GT,5,9,14,0.3571428571428571,0.0291686137832424,1
1986-1990,US,HN,6,4,9,0.6666666666666666,0.037037037037037,1
1986-1990,SI,HR,9,13,38,0.2368421052631578,0.0390276871862718,1
1986-1990,RO,HU,8,25,64,0.125,0.0405689037637223,1
1986-1990,RU,HU,8,25,64,0.125,0.0405689037637223,1
1986-1990,US,HU,11,25,64,0.171875,0.0108218496226494,1
1986-1990,US,ID,8,16,38,0.2105263157894736,0.0288446232956968,1
1986-1990,GB,IE,34,25,111,0.3063063063063063,0.0001541792445083,1
1986-1990,US,IE,27,25,111,0.2432432432432432,0.0012443752786023,1
1986-1990,US,IL,78,26,154,0.5064935064935064,2.1494224771348693e-08,1
1986-1990,GB,IN,27,40,164,0.1646341463414634,0.0008978257257228,1
1986-1990,US,IN,72,40,164,0.4390243902439024,1.6173916348768839e-10,1
